relationship_id	Interpro_Acc	Interpro_Name	Interpro_Short_Name	Interpro_Type	DGIDB_Human_Readable	Uniprot_Acc	Uniprot_Id	Uniprot_Protein_Name	Uniprot_Gene_Name	Uniprot_Evidence	Uniprot_Status	Entrez_Id	Ensembl_Id
O00635_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	O00635	TRI38_HUMAN	Tripartite motif-containing protein 38	TRIM38	2: Evidence at transcript level	Swiss-Prot	10475	ENSG00000112343
P01008_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	P01008	ANT3_HUMAN	Antithrombin-III	SERPINC1	1: Evidence at protein level	Swiss-Prot	462	ENSG00000117601
Q9Y2T5_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9Y2T5	GPR52_HUMAN	Probable G-protein coupled receptor 52	GPR52	2: Evidence at transcript level	Swiss-Prot	9293	ENSG00000203737
Q9NR82_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q9NR82	KCNQ5_HUMAN	Potassium voltage-gated channel subfamily KQT member 5	KCNQ5	1: Evidence at protein level	Swiss-Prot	56479	ENSG00000185760
P80192_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P80192	M3K9_HUMAN	Mitogen-activated protein kinase kinase kinase 9	MAP3K9	1: Evidence at protein level	Swiss-Prot	4293	ENSG00000006432
P30101_IPR013766	IPR013766	Thioredoxin domain	Thioredoxin_domain	Domain	Thioredoxin	P30101	PDIA3_HUMAN	Protein disulfide-isomerase A3	PDIA3	1: Evidence at protein level	Swiss-Prot	2923	ENSG00000167004
Q13003_IPR001320	IPR001320	Ionotropic glutamate receptor	Iontro_glu_rcpt	Domain	N/A	Q13003	GRIK3_HUMAN	Glutamate receptor, ionotropic kainate 3	GRIK3	1: Evidence at protein level	Swiss-Prot	2899	ENSG00000163873
P04000_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P04000	OPSR_HUMAN	Long-wave-sensitive opsin 1	OPN1LW	1: Evidence at protein level	Swiss-Prot	5956	ENSG00000102076
Q14940_IPR004709	IPR004709	Na+/H+ exchanger	NaH_exchanger	Family	Exchanger	Q14940	SL9A5_HUMAN	Sodium/hydrogen exchanger 5	SLC9A5	1: Evidence at protein level	Swiss-Prot	6553	ENSG00000135740
O00270_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	O00270	GPR31_HUMAN	12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor	GPR31	2: Evidence at transcript level	Swiss-Prot	2853	ENSG00000120436
P50453_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	P50453	SPB9_HUMAN	Serpin B9	SERPINB9	1: Evidence at protein level	Swiss-Prot	5272	ENSG00000170542
Q8IWU5_IPR000917	IPR000917	Sulfatase	Sulfatase	Domain	N/A	Q8IWU5	SULF2_HUMAN	Extracellular sulfatase Sulf-2	SULF2	1: Evidence at protein level	Swiss-Prot	55959	ENSG00000196562
P33260_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	P33260	CP2CI_HUMAN	Cytochrome P450 2C18	CYP2C18	1: Evidence at protein level	Swiss-Prot	1562	ENSG00000108242
P20807_IPR000169	IPR000169	Cysteine peptidase, cysteine active site	Pept_cys_AS	Active_site	Protease	P20807	CAN3_HUMAN	Calpain-3	CAPN3	1: Evidence at protein level	Swiss-Prot	825	ENSG00000092529
P56192_IPR001412	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	aa-tRNA-synth_I_CS	Conserved_site	N/A	P56192	SYMC_HUMAN	Methionine--tRNA ligase, cytoplasmic	MARS	1: Evidence at protein level	Swiss-Prot	4141	ENSG00000166986
Q9NYL4_IPR001179	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	PPIase_FKBP_dom	Domain	N/A	Q9NYL4	FKB11_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP11	FKBP11	1: Evidence at protein level	Swiss-Prot	51303	ENSG00000134285
P20594_IPR001054	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	A/G_cyclase	Domain	N/A	P20594	ANPRB_HUMAN	Atrial natriuretic peptide receptor 2	NPR2	1: Evidence at protein level	Swiss-Prot	4882	ENSG00000159899
Q86UE8_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q86UE8	TLK2_HUMAN	Serine/threonine-protein kinase tousled-like 2	TLK2	1: Evidence at protein level	Swiss-Prot	11011	ENSG00000146872
Q8NGG0_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGG0	OR8J3_HUMAN	Olfactory receptor 8J3	OR8J3	2: Evidence at transcript level	Swiss-Prot	81168	ENSG00000167822
Q8NHP1_IPR001395	IPR001395	Aldo/keto reductase	Aldo/ket_red	Family	N/A	Q8NHP1	ARK74_HUMAN	Aflatoxin B1 aldehyde reductase member 4	AKR7L	2: Evidence at transcript level	Swiss-Prot	N/A	ENSG00000211454
Q8NGS0_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGS0	OR1N1_HUMAN	Olfactory receptor 1N1	OR1N1	2: Evidence at transcript level	Swiss-Prot	138883	ENSG00000171505
Q99259_IPR002129	IPR002129	Pyridoxal phosphate-dependent decarboxylase	PyrdxlP-dep_de-COase	Family	N/A	Q99259	DCE1_HUMAN	Glutamate decarboxylase 1	GAD1	1: Evidence at protein level	Swiss-Prot	2571	ENSG00000128683
P53609_IPR001330	IPR001330	Prenyltransferase/squalene oxidase	Prenyltrans	Repeat	N/A	P53609	PGTB1_HUMAN	Geranylgeranyl transferase type-1 subunit beta	PGGT1B	1: Evidence at protein level	Swiss-Prot	5229	ENSG00000164219
A6NND4_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A6NND4	O2AT4_HUMAN	Olfactory receptor 2AT4	OR2AT4	2: Evidence at transcript level	Swiss-Prot	341152	ENSG00000171561
P54707_IPR006069	IPR006069	ATPase, P-type cation exchange, alpha subunit	ATPase_P-typ_cation-exchng_asu	Family	Ion Channel	P54707	AT12A_HUMAN	Potassium-transporting ATPase alpha chain 2	ATP12A	2: Evidence at transcript level	Swiss-Prot	479	ENSG00000075673
P09417_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	P09417	DHPR_HUMAN	Dihydropteridine reductase	QDPR	1: Evidence at protein level	Swiss-Prot	5860	ENSG00000151552
P51659_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	P51659	DHB4_HUMAN	(3R)-hydroxyacyl-CoA dehydrogenase	HSD17B4	1: Evidence at protein level	Swiss-Prot	3295	ENSG00000133835
Q86XW9_IPR013766	IPR013766	Thioredoxin domain	Thioredoxin_domain	Domain	Thioredoxin	Q86XW9	TXND6_HUMAN	Thioredoxin domain-containing protein 6	NME9	1: Evidence at protein level	Swiss-Prot	347736	ENSG00000181322
Q5JXX5_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	Q5JXX5	GLRA4_HUMAN	Glycine receptor subunit alpha-4	GLRA4	2: Evidence at transcript level	Swiss-Prot	441509	ENSG00000188828
P30954_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P30954	O10J1_HUMAN	Olfactory receptor 10J1	OR10J1	2: Evidence at transcript level	Swiss-Prot	26476	ENSG00000196184
Q401N2_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	Q401N2	ZACN_HUMAN	Zinc-activated ligand-gated ion channel	ZACN	1: Evidence at protein level	Swiss-Prot	353174	ENSG00000186919
P23229_IPR000413	IPR000413	Integrin alpha chain	Integrin_alpha	Family	N/A	P23229	ITA6_HUMAN	Integrin alpha-6	ITGA6	1: Evidence at protein level	Swiss-Prot	3655	ENSG00000091409
Q13557_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q13557	KCC2D_HUMAN	Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	1: Evidence at protein level	Swiss-Prot	817	ENSG00000145349
P04183_IPR001267	IPR001267	Thymidine kinase	Thymidine_kinase	Family	Kinase	P04183	KITH_HUMAN	Thymidine kinase, cytosolic	TK1	1: Evidence at protein level	Swiss-Prot	7083	ENSG00000167900
Q8IYL9_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8IYL9	PSYR_HUMAN	Psychosine receptor	GPR65	1: Evidence at protein level	Swiss-Prot	8477	ENSG00000140030
O15393_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	O15393	TMPS2_HUMAN	Transmembrane protease serine 2 non-catalytic chain	TMPRSS2	1: Evidence at protein level	Swiss-Prot	7113	ENSG00000184012
Q8NGG7_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGG7	OR8A1_HUMAN	Olfactory receptor 8A1	OR8A1	2: Evidence at transcript level	Swiss-Prot	390275	ENSG00000196119
Q96RJ0_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q96RJ0	TAAR1_HUMAN	Trace amine-associated receptor 1	TAAR1	1: Evidence at protein level	Swiss-Prot	134864	ENSG00000146399
P52564_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P52564	MP2K6_HUMAN	Dual specificity mitogen-activated protein kinase kinase 6	MAP2K6	1: Evidence at protein level	Swiss-Prot	5608	ENSG00000108984
Q00796_IPR002085	IPR002085	Alcohol dehydrogenase superfamily, zinc-type	ADH_SF_Zn-type	Family	N/A	Q00796	DHSO_HUMAN	Sorbitol dehydrogenase	SORD	1: Evidence at protein level	Swiss-Prot	6652	ENSG00000140263
Q96G91_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q96G91	P2Y11_HUMAN	P2Y purinoceptor 11	P2RY11	2: Evidence at transcript level	Swiss-Prot	5032	ENSG00000244165
Q9NNW7_IPR001327	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain	Pyr_OxRdtase_NAD-bd_dom	Domain	N/A	Q9NNW7	TRXR2_HUMAN	Thioredoxin reductase 2, mitochondrial	TXNRD2	1: Evidence at protein level	Swiss-Prot	10587	ENSG00000184470
Q6AZZ1_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q6AZZ1	TRI68_HUMAN	E3 ubiquitin-protein ligase TRIM68	TRIM68	1: Evidence at protein level	Swiss-Prot	55128	ENSG00000167333
P23467_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	P23467	PTPRB_HUMAN	Receptor-type tyrosine-protein phosphatase beta	PTPRB	1: Evidence at protein level	Swiss-Prot	5787	ENSG00000127329
P05154_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	P05154	IPSP_HUMAN	Plasma serine protease inhibitor	SERPINA5	1: Evidence at protein level	Swiss-Prot	5104	ENSG00000188488
P50750_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P50750	CDK9_HUMAN	Cyclin-dependent kinase 9	CDK9	1: Evidence at protein level	Swiss-Prot	1025	ENSG00000136807
O43869_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	O43869	OR2T1_HUMAN	Olfactory receptor 2T1	OR2T1	2: Evidence at transcript level	Swiss-Prot	26696	ENSG00000175143
Q05209_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q05209	PTN12_HUMAN	Tyrosine-protein phosphatase non-receptor type 12	PTPN12	1: Evidence at protein level	Swiss-Prot	5782	ENSG00000127947
Q96Q15_IPR000403	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	PI3/4_kinase_cat_dom	Domain	Phosphatidylinositol 3 Kinase	Q96Q15	SMG1_HUMAN	Serine/threonine-protein kinase SMG1	SMG1	1: Evidence at protein level	Swiss-Prot	23049	ENSG00000157106
Q8NH74_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NH74	O10A6_HUMAN	Olfactory receptor 10A6	OR10A6	2: Evidence at transcript level	Swiss-Prot	390093	ENSG00000175393
A6NIJ9_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A6NIJ9	O6C70_HUMAN	Olfactory receptor 6C70	OR6C70	2: Evidence at transcript level	Swiss-Prot	390327	ENSG00000184954
Q8NGX1_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGX1	O2T34_HUMAN	Olfactory receptor 2T34	OR2T34	2: Evidence at transcript level	Swiss-Prot	127068	ENSG00000183310
P32238_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P32238	CCKAR_HUMAN	Cholecystokinin receptor type A	CCKAR	1: Evidence at protein level	Swiss-Prot	886	ENSG00000163394
Q8NGR4_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGR4	OR5C1_HUMAN	Olfactory receptor 5C1	OR5C1	2: Evidence at transcript level	Swiss-Prot	392391	ENSG00000148215
Q9H339_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9H339	O51B5_HUMAN	Olfactory receptor 51B5	OR51B5	2: Evidence at transcript level	Swiss-Prot	282763	ENSG00000242180
P42330_IPR001395	IPR001395	Aldo/keto reductase	Aldo/ket_red	Family	N/A	P42330	AK1C3_HUMAN	Aldo-keto reductase family 1 member C3	AKR1C3	1: Evidence at protein level	Swiss-Prot	8644	ENSG00000196139
P34995_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P34995	PE2R1_HUMAN	Prostaglandin E2 receptor EP1 subtype	PTGER1	2: Evidence at transcript level	Swiss-Prot	5731	ENSG00000160951
Q8N349_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8N349	OR2LD_HUMAN	Olfactory receptor 2L13	OR2L13	2: Evidence at transcript level	Swiss-Prot	284521	ENSG00000196071
P00480_IPR006131	IPR006131	Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain	Asp_carbamoyltransf_Asp/Orn-bd	Domain	N/A	P00480	OTC_HUMAN	Ornithine carbamoyltransferase, mitochondrial	OTC	1: Evidence at protein level	Swiss-Prot	5009	ENSG00000036473
Q8NH03_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NH03	OR2T3_HUMAN	Olfactory receptor 2T3	OR2T3	2: Evidence at transcript level	Swiss-Prot	343173	ENSG00000196539
Q9BY84_IPR001763	IPR001763	Rhodanese-like domain	Rhodanese-like_dom	Domain	N/A	Q9BY84	DUS16_HUMAN	Dual specificity protein phosphatase 16	DUSP16	1: Evidence at protein level	Swiss-Prot	80824	ENSG00000111266
Q9NUI1_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q9NUI1	DECR2_HUMAN	Peroxisomal 2,4-dienoyl-CoA reductase	DECR2	1: Evidence at protein level	Swiss-Prot	26063	ENSG00000242612
O60551_IPR000903	IPR000903	Myristoyl-CoA:protein N-myristoyltransferase	MyristoylCoA_TrFase	Family	N/A	O60551	NMT2_HUMAN	Glycylpeptide N-tetradecanoyltransferase 2	NMT2	1: Evidence at protein level	Swiss-Prot	9397	ENSG00000152465
Q9Y4A9_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9Y4A9	O10H1_HUMAN	Olfactory receptor 10H1	OR10H1	2: Evidence at transcript level	Swiss-Prot	26539	ENSG00000186723
Q9UHQ9_IPR001433	IPR001433	Oxidoreductase FAD/NAD(P)-binding	OxRdtase_FAD/NAD-bd	Domain	N/A	Q9UHQ9	NB5R1_HUMAN	NADH-cytochrome b5 reductase 1	CYB5R1	1: Evidence at protein level	Swiss-Prot	51706	ENSG00000159348
Q15772_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q15772	SPEG_HUMAN	Striated muscle preferentially expressed protein kinase	SPEG	1: Evidence at protein level	Swiss-Prot	10290	ENSG00000072195
P30411_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P30411	BKRB2_HUMAN	B2 bradykinin receptor	BDKRB2	1: Evidence at protein level	Swiss-Prot	624	ENSG00000168398
P49190_IPR000832	IPR000832	GPCR, family 2, secretin-like	GPCR_2_secretin-like	Family	G Protein Coupled Receptor	P49190	PTH2R_HUMAN	Parathyroid hormone 2 receptor	PTH2R	1: Evidence at protein level	Swiss-Prot	5746	ENSG00000144407
Q7Z2Y5_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q7Z2Y5	NRK_HUMAN	Nik-related protein kinase	NRK	2: Evidence at transcript level	Swiss-Prot	203447	ENSG00000123572
Q8NGS6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGS6	O13C3_HUMAN	Olfactory receptor 13C3	OR13C3	2: Evidence at transcript level	Swiss-Prot	138803	ENSG00000204246
P13637_IPR006068	IPR006068	ATPase, P-type cation-transporter, C-terminal	ATPase_P-typ_cation-transptr_C	Domain	Transporter 	P13637	AT1A3_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-3	ATP1A3	1: Evidence at protein level	Swiss-Prot	478	ENSG00000105409
Q9UMQ6_IPR000169	IPR000169	Cysteine peptidase, cysteine active site	Pept_cys_AS	Active_site	Protease	Q9UMQ6	CAN11_HUMAN	Calpain-11	CAPN11	1: Evidence at protein level	Swiss-Prot	11131	ENSG00000137225
P07510_IPR006201	IPR006201	Neurotransmitter-gated ion-channel	Neur_channel	Family	Ion Channel	P07510	ACHG_HUMAN	Acetylcholine receptor subunit gamma	CHRNG	1: Evidence at protein level	Swiss-Prot	1146	ENSG00000196811
P11511_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	P11511	CP19A_HUMAN	Cytochrome P450 19A1	CYP19A1	1: Evidence at protein level	Swiss-Prot	1588	ENSG00000137869
O14977_IPR000183	IPR000183	Ornithine/DAP/Arg decarboxylase	Orn/DAP/Arg_de-COase	Family	N/A	O14977	AZIN1_HUMAN	Antizyme inhibitor 1	AZIN1	1: Evidence at protein level	Swiss-Prot	51582	ENSG00000155096
Q13202_IPR001763	IPR001763	Rhodanese-like domain	Rhodanese-like_dom	Domain	N/A	Q13202	DUS8_HUMAN	Dual specificity protein phosphatase 8	DUSP8	2: Evidence at transcript level	Swiss-Prot	1850	ENSG00000184545
P29622_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	P29622	KAIN_HUMAN	Kallistatin	SERPINA4	1: Evidence at protein level	Swiss-Prot	5267	ENSG00000100665
O94804_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	O94804	STK10_HUMAN	Serine/threonine-protein kinase 10	STK10	1: Evidence at protein level	Swiss-Prot	6793	ENSG00000072786
O43570_IPR001148	IPR001148	Alpha carbonic anhydrase	Carbonic_anhydrase_a	Domain	N/A	O43570	CAH12_HUMAN	Carbonic anhydrase 12	CA12	1: Evidence at protein level	Swiss-Prot	771	ENSG00000074410
P21554_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P21554	CNR1_HUMAN	Cannabinoid receptor 1	CNR1	1: Evidence at protein level	Swiss-Prot	1268	ENSG00000118432
P51451_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P51451	BLK_HUMAN	Tyrosine-protein kinase Blk	BLK	1: Evidence at protein level	Swiss-Prot	640	ENSG00000136573
Q14722_IPR001395	IPR001395	Aldo/keto reductase	Aldo/ket_red	Family	N/A	Q14722	KCAB1_HUMAN	Voltage-gated potassium channel subunit beta-1	KCNAB1	2: Evidence at transcript level	Swiss-Prot	7881	ENSG00000169282
P22459_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	P22459	KCNA4_HUMAN	Potassium voltage-gated channel subfamily A member 4	KCNA4	1: Evidence at protein level	Swiss-Prot	3739	ENSG00000182255
A4D2G3_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A4D2G3	O2A25_HUMAN	Olfactory receptor 2A25	OR2A25	2: Evidence at transcript level	Swiss-Prot	392138	ENSG00000221933
O00763_IPR000022	IPR000022	Carboxyl transferase	Carboxyl_trans	Domain	N/A	O00763	ACACB_HUMAN	Acetyl-CoA carboxylase 2	ACACB	1: Evidence at protein level	Swiss-Prot	32	ENSG00000076555
Q9H2C5_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9H2C5	O52A5_HUMAN	Olfactory receptor 52A5	OR52A5	2: Evidence at transcript level	Swiss-Prot	390054	ENSG00000171944
Q08830_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	Q08830	FGL1_HUMAN	Fibrinogen-like protein 1	FGL1	1: Evidence at protein level	Swiss-Prot	2267	ENSG00000104760
P51801_IPR001807	IPR001807	Chloride channel, voltage gated	Cl-channel_volt-gated	Family	Ion Channel	P51801	CLCKB_HUMAN	Chloride channel protein ClC-Kb	CLCNKB	1: Evidence at protein level	Swiss-Prot	1188	ENSG00000184908
A1KZ92_IPR002007	IPR002007	Haem peroxidase, animal	Haem_peroxidase_animal	Family	N/A	A1KZ92	PXDNL_HUMAN	Peroxidasin-like protein	PXDNL	2: Evidence at transcript level	Swiss-Prot	137902	ENSG00000147485
Q9UHX3_IPR000832	IPR000832	GPCR, family 2, secretin-like	GPCR_2_secretin-like	Family	G Protein Coupled Receptor	Q9UHX3	EMR2_HUMAN	EGF-like module-containing mucin-like hormone receptor-like 2	EMR2	1: Evidence at protein level	Swiss-Prot	30817	ENSG00000127507
Q8NG92_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NG92	O13H1_HUMAN	Olfactory receptor 13H1	OR13H1	2: Evidence at transcript level	Swiss-Prot	347468	ENSG00000171054
Q9BUB5_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9BUB5	MKNK1_HUMAN	MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	1: Evidence at protein level	Swiss-Prot	8569	ENSG00000079277
Q9NYQ7_IPR000832	IPR000832	GPCR, family 2, secretin-like	GPCR_2_secretin-like	Family	G Protein Coupled Receptor	Q9NYQ7	CELR3_HUMAN	Cadherin EGF LAG seven-pass G-type receptor 3	CELSR3	1: Evidence at protein level	Swiss-Prot	1951	ENSG00000008300
Q8NG66_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q8NG66	NEK11_HUMAN	Serine/threonine-protein kinase Nek11	NEK11	1: Evidence at protein level	Swiss-Prot	79858	ENSG00000114670
O43293_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	O43293	DAPK3_HUMAN	Death-associated protein kinase 3	DAPK3	1: Evidence at protein level	Swiss-Prot	1613	ENSG00000167657
P51690_IPR000917	IPR000917	Sulfatase	Sulfatase	Domain	N/A	P51690	ARSE_HUMAN	Arylsulfatase E	ARSE	1: Evidence at protein level	Swiss-Prot	415	ENSG00000157399
P05543_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	P05543	THBG_HUMAN	Thyroxine-binding globulin	SERPINA7	1: Evidence at protein level	Swiss-Prot	6906	ENSG00000123561
Q9HC98_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9HC98	NEK6_HUMAN	Serine/threonine-protein kinase Nek6	NEK6	1: Evidence at protein level	Swiss-Prot	10783	ENSG00000119408
Q92626_IPR002007	IPR002007	Haem peroxidase, animal	Haem_peroxidase_animal	Family	N/A	Q92626	PXDN_HUMAN	Peroxidasin homolog	PXDN	1: Evidence at protein level	Swiss-Prot	7837	ENSG00000130508
