gene_stable_id	display_id	description	HumanReadableName
ENSG00000095587	TLL2	tolloid-like 2 [Source:RefSeq_peptide;Acc:NP_036597]	RussLampel
ENSG00000169738	DCXR	L-xylulose reductase (EC 1.1.1.10) (XR) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Carbonyl reductase II) (Sperm surface protein P34H). [Source:Uniprot/SWISSPROT;Acc:Q7Z4W1]	RussLampel
ENSG00000114948	ADAM23	ADAM 23 precursor (A disintegrin and metalloproteinase domain 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3). [Source:Uniprot/SWISSPROT;Acc:O75077]	RussLampel
ENSG00000145194	ECE2	Endothelin-converting enzyme 2 (EC 3.4.24.71) (ECE-2). [Source:Uniprot/SWISSPROT;Acc:O60344]	RussLampel
ENSG00000184155	OR10J5	Olfactory receptor 10J5. [Source:Uniprot/SWISSPROT;Acc:Q8NHC4]	RussLampel
ENSG00000198793	FRAP1	FKBP12-rapamycin complex-associated protein (FK506-binding protein 12- rapamycin complex-associated protein 1) (Rapamycin target protein) (RAPT1) (Mammalian target of rapamycin) (MTOR). [Source:Uniprot/SWISSPROT;Acc:P42345]	RussLampel
ENSG00000186038	HTR3E	5-hydroxytryptamine receptor 3 subunit E [Source:RefSeq_peptide;Acc:NP_872395]	RussLampel
ENSG00000138435	CHRNA1	Acetylcholine receptor protein, alpha subunit precursor. [Source:Uniprot/SWISSPROT;Acc:P02708]	RussLampel
ENSG00000196367	TRRAP_HUMAN	Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog). [Source:Uniprot/SWISSPROT;Acc:Q9Y4A5]	RussLampel
ENSG00000183675	NP_056420.3	protein tyrosine phosphatase, non-receptor type 20 [Source:RefSeq_peptide;Acc:NP_056420]	RussLampel
ENSG00000110002	LOH11CR2A	Loss of heterozygosity 11 chromosomal region 2 gene A protein (Breast cancer suppressor candidate 1) (BCSC-1). [Source:Uniprot/SWISSPROT;Acc:O00534]	RussLampel
ENSG00000183378	OVCH2	ovochymase 2 [Source:RefSeq_peptide;Acc:NP_937828]	RussLampel
ENSG00000119686	FLVC2_HUMAN	Feline leukemia virus subgroup C receptor-related protein 2 (Calcium- chelate transporter) (CCT). [Source:Uniprot/SWISSPROT;Acc:Q9UPI3]	RussLampel
ENSG00000179074	OR13C2	Olfactory receptor 13C2. [Source:Uniprot/SWISSPROT;Acc:Q8NGS9]	RussLampel
ENSG00000143127	ITGA10	Integrin alpha-10 precursor. [Source:Uniprot/SWISSPROT;Acc:O75578]	RussLampel
ENSG00000092201	SUPT16H	chromatin-specific transcription elongation factor large subunit [Source:RefSeq_peptide;Acc:NP_009123]	RussLampel
ENSG00000181499	OR6T1	Olfactory receptor 6T1. [Source:Uniprot/SWISSPROT;Acc:Q8NGN1]	RussLampel
ENSG00000054356	PTPRN	Receptor-type tyrosine-protein phosphatase-like N precursor (R-PTP-N) (PTP IA-2) (Islet cell antigen 512) (ICA 512) (Islet cell autoantigen 3). [Source:Uniprot/SWISSPROT;Acc:Q16849]	RussLampel
ENSG00000160870	CYP3A7	Cytochrome P450 3A7 (EC 1.14.14.1) (CYPIIIA7) (P450-HFLA). [Source:Uniprot/SWISSPROT;Acc:P24462]	RussLampel
ENSG00000196534	Q8NGE6_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NGE6]	RussLampel
ENSG00000187623	N/A	N/A	RussLampel
ENSG00000163914	RHO	Rhodopsin (Opsin 2). [Source:Uniprot/SWISSPROT;Acc:P08100]	RussLampel
ENSG00000073734	ABCB11	Bile salt export pump (ATP-binding cassette, sub-family B, member 11). [Source:Uniprot/SWISSPROT;Acc:O95342]	RussLampel
ENSG00000085563	ABCB1	Multidrug resistance protein 1 (P-glycoprotein 1) (CD243 antigen). [Source:Uniprot/SWISSPROT;Acc:P08183]	RussLampel
ENSG00000161091	NP_778148.1	N/A	RussLampel
ENSG00000152822	GRM1	Metabotropic glutamate receptor 1 precursor (mGluR1). [Source:Uniprot/SWISSPROT;Acc:Q13255]	RussLampel
ENSG00000196547	MAN2A2	Alpha-mannosidase IIx (EC 3.2.1.114) (Mannosyl-oligosaccharide 1,3- 1,6-alpha-mannosidase) (MAN IIx) (Mannosidase alpha class 2A member 2). [Source:Uniprot/SWISSPROT;Acc:P49641]	RussLampel
ENSG00000196231	OR2J1_HUMAN	Olfactory receptor 2J1 (Olfactory receptor 6-5) (OR6-5) (Hs6M1-4). [Source:Uniprot/SWISSPROT;Acc:Q9GZK6]	RussLampel
ENSG00000140474	ULK3	unc-51-like kinase 3 [Source:RefSeq_peptide;Acc:NP_056333]	RussLampel
ENSG00000147454	NP_057696.1	mitochondrial solute carrier protein [Source:RefSeq_peptide;Acc:NP_057696]	RussLampel
ENSG00000123360	PDE1B	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (EC 3.1.4.17) (Cam-PDE 1B) (63 kDa Cam-PDE). [Source:Uniprot/SWISSPROT;Acc:Q01064]	RussLampel
ENSG00000174093	N/A	N/A	RussLampel
ENSG00000081721	DUSP12	Dual specificity protein phosphatase 12 (EC 3.1.3.48) (EC 3.1.3.16) (Dual-specificity tyrosine phosphatase YVH1). [Source:Uniprot/SWISSPROT;Acc:Q9UNI6]	RussLampel
ENSG00000187483	SERPINA13	N/A	RussLampel
ENSG00000179097	HTR1F	5-hydroxytryptamine 1F receptor (5-HT-1F) (Serotonin receptor 1F). [Source:Uniprot/SWISSPROT;Acc:P30939]	RussLampel
ENSG00000127533	F2RL3	Proteinase activated receptor 4 precursor (PAR-4) (Thrombin receptor- like 3) (Coagulation factor II receptor-like 3). [Source:Uniprot/SWISSPROT;Acc:Q96RI0]	RussLampel
ENSG00000112893	MAN2A1	Alpha-mannosidase II (EC 3.2.1.114) (Mannosyl-oligosaccharide 1,3-1,6- alpha-mannosidase) (MAN II) (Golgi alpha-mannosidase II) (Mannosidase alpha class 2A member 1). [Source:Uniprot/SWISSPROT;Acc:Q16706]	RussLampel
ENSG00000172464	OR5AP2	Olfactory receptor 5AP2. [Source:Uniprot/SWISSPROT;Acc:Q8NGF4]	RussLampel
ENSG00000101187	SLCO4A1	Solute carrier organic anion transporter family, member 4A1 (Solute carrier family 21, member 12) (Sodium-independent organic anion transporter E) (Organic anion transporting polypeptide E) (OATP-E) (Colon organic anion transporter) (Organic anion transpo	RussLampel
ENSG00000143149	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase (EC 1.2.1.47) (TMABADH) (Aldehyde dehydrogenase 9A1) (EC 1.2.1.3) (Aldehyde dehydrogenase E3 isozyme) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R- aminobutyraldehyde dehydrogenase). [Source:Uniprot	RussLampel
ENSG00000127334	DYRK2	Dual-specificity tyrosine-phosphorylation regulated kinase 2 (EC 2.7.1.112) (EC 2.7.1.37). [Source:Uniprot/SWISSPROT;Acc:Q92630]	RussLampel
ENSG00000100938	GMPR2	GMP reductase 2 (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2). [Source:Uniprot/SWISSPROT;Acc:Q9P2T1]	RussLampel
ENSG00000077782	FGFR1	Basic fibroblast growth factor receptor 1 precursor (EC 2.7.1.112) (FGFR-1) (bFGF-R) (Fms-like tyrosine kinase-2) (c-fgr). [Source:Uniprot/SWISSPROT;Acc:P11362]	RussLampel
ENSG00000165688	PMPCA	Mitochondrial processing peptidase alpha subunit, mitochondrial precursor (EC 3.4.24.64) (Alpha-MPP) (P-55) (HA1523). [Source:Uniprot/SWISSPROT;Acc:Q10713]	RussLampel
ENSG00000151577	DRD3	D(3) dopamine receptor. [Source:Uniprot/SWISSPROT;Acc:P35462]	RussLampel
ENSG00000073670	ADAM11	ADAM 11 precursor (A disintegrin and metalloproteinase domain 11) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein) (MDC). [Source:Uniprot/SWISSPROT;Acc:O75078]	RussLampel
ENSG00000080166	DCT	Dopachrome tautomerase precursor (EC 5.3.3.12) (DT) (DCT) (Dopachrome delta-isomerase) (Tyrosinase-related protein 2) (TRP-2) (TRP2). [Source:Uniprot/SWISSPROT;Acc:P40126]	RussLampel
ENSG00000152779	NP_998771.1	solute carrier family 16 (monocarboxylic acid transporters), member 12 [Source:RefSeq_peptide;Acc:NP_998771]	RussLampel
ENSG00000184881	OR51B2	Olfactory receptor 51B2 (HOR5'beta3). [Source:Uniprot/SWISSPROT;Acc:Q9Y5P1]	RussLampel
ENSG00000108846	ABCC3	Canalicular multispecific organic anion transporter 2 (Multidrug resistance-associated protein 3) (Multi-specific organic anion tranporter-D) (MOAT-D). [Source:Uniprot/SWISSPROT;Acc:O15438]	RussLampel
ENSG00000101213	PTK6	Tyrosine-protein kinase 6 (EC 2.7.1.112) (Breast tumor kinase) (Tyrosine-protein kinase BRK). [Source:Uniprot/SWISSPROT;Acc:Q13882]	RussLampel
ENSG00000196184	OR10J1	Olfactory receptor 10J1 (Olfactory receptor-like protein HGMP07J). [Source:Uniprot/SWISSPROT;Acc:P30954]	RussLampel
ENSG00000188229	TBBX_HUMAN	Tubulin beta-? chain (Tubulin beta-2 chain). [Source:Uniprot/SWISSPROT;Acc:P68371]	RussLampel
ENSG00000087128	DESC1_HUMAN	Serine protease DESC1 precursor (EC 3.4.21.-) [Contains: Serine protease DESC1 non-catalytic chain; Serine protease DESC1 catalytic chain]. [Source:Uniprot/SWISSPROT;Acc:Q9UL52]	RussLampel
ENSG00000164076	CAMKV	CaM kinase-like vesicle-associated [Source:RefSeq_peptide;Acc:NP_076951]	RussLampel
ENSG00000181803	OR6S1	Olfactory receptor 6S1. [Source:Uniprot/SWISSPROT;Acc:Q8NH40]	RussLampel
ENSG00000124159	MATN4	Matrilin-4 precursor. [Source:Uniprot/SWISSPROT;Acc:O95460]	RussLampel
ENSG00000196772	OR5AT1	Olfactory receptor 5AT1. [Source:Uniprot/SWISSPROT;Acc:Q8NHC5]	RussLampel
ENSG00000059377	TBXAS1	Thromboxane-A synthase (EC 5.3.99.5) (TXA synthase) (TXS). [Source:Uniprot/SWISSPROT;Acc:P24557]	RussLampel
ENSG00000177201	OR2T12	olfactory receptor, family 2, subfamily T, member 12 [Source:RefSeq_peptide;Acc:NP_001004692]	RussLampel
ENSG00000170209	ANKK1	ankyrin repeat and kinase domain containing 1 [Source:RefSeq_peptide;Acc:NP_848605]	RussLampel
ENSG00000166106	ADAMTS15	ADAMTS-15 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 15) (ADAM-TS 15) (ADAM-TS15). [Source:Uniprot/SWISSPROT;Acc:Q8TE58]	RussLampel
ENSG00000171189	GRIK1	Glutamate receptor, ionotropic kainate 1 precursor (Glutamate receptor 5) (GluR-5) (GluR5) (Excitatory amino acid receptor 3) (EAA3). [Source:Uniprot/SWISSPROT;Acc:P39086]	RussLampel
ENSG00000182944	EWSR1	RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein). [Source:Uniprot/SWISSPROT;Acc:Q01844]	RussLampel
ENSG00000168079	NP_776194.2	N/A	RussLampel
ENSG00000163673	DCAMKL3	N/A	RussLampel
ENSG00000027075	PRKCH	Protein kinase C, eta type (EC 2.7.1.-) (nPKC-eta) (PKC-L). [Source:Uniprot/SWISSPROT;Acc:P24723]	RussLampel
ENSG00000111266	DUSP16	Dual specificity protein phosphatase 16 (EC 3.1.3.48) (EC 3.1.3.16) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7). [Source:Uniprot/SWISSPROT;Acc:Q9BY84]	RussLampel
ENSG00000198360	NP_839944.1	peptidylprolyl isomerase A (cyclophilin A)-like 4 [Source:RefSeq_peptide;Acc:NP_839944]	RussLampel
ENSG00000169484	OR4K14	Olfactory receptor 4K14. [Source:Uniprot/SWISSPROT;Acc:Q8NGD5]	RussLampel
ENSG00000198099	ADH4	Alcohol dehydrogenase class II pi chain precursor (EC 1.1.1.1). [Source:Uniprot/SWISSPROT;Acc:P08319]	RussLampel
ENSG00000182631	RLN3R1	Relaxin 3 receptor 1 (Somatostatin- and angiotensin-like peptide receptor) (G-protein coupled receptor SALPR) (GPCR135). [Source:Uniprot/SWISSPROT;Acc:Q9NSD7]	RussLampel
ENSG00000099953	MMP11	Stromelysin-3 precursor (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11) (ST3) (SL-3). [Source:Uniprot/SWISSPROT;Acc:P24347]	RussLampel
ENSG00000101981	F9	Coagulation factor IX precursor (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC). [Source:Uniprot/SWISSPROT;Acc:P00740]	RussLampel
ENSG00000172365	OR5B2	Olfactory receptor 5B2 (OST073). [Source:Uniprot/SWISSPROT;Acc:Q96R09]	RussLampel
ENSG00000132670	PTPRA	Vacuolar protein sorting 16 (hVPS16). [Source:Uniprot/SWISSPROT;Acc:Q9H269]	RussLampel
ENSG00000112462	OR12D3	Olfactory receptor 12D3 (Hs6M1-27). [Source:Uniprot/SWISSPROT;Acc:Q9UGF7]	RussLampel
ENSG00000197818	SLC9A8	Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8). [Source:Uniprot/SWISSPROT;Acc:Q9Y2E8]	RussLampel
ENSG00000198515	CNGA1	cGMP-gated cation channel alpha 1 (CNG channel alpha 1) (CNG-1) (CNG1) (Cyclic nucleotide gated channel alpha 1) (Cyclic nucleotide gated channel, photoreceptor) (Cyclic-nucleotide-gated cation channel 1) (Rod photoreceptor cGMP-gated channel alpha subuni	RussLampel
ENSG00000088832	FKBP1A	FK506-binding protein 1A (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (12 kDa FKBP) (FKBP-12) (Immunophilin FKBP12). [Source:Uniprot/SWISSPROT;Acc:P62942]	RussLampel
ENSG00000152990	GPR125	Probable G-protein coupled receptor 125 precursor. [Source:Uniprot/SWISSPROT;Acc:Q8IWK6]	RussLampel
ENSG00000123901	GPR83	Probable G-protein coupled receptor 83 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9NYM4]	RussLampel
ENSG00000125954	FNTB	Protein farnesyltransferase beta subunit (EC 2.5.1.58) (CAAX farnesyltransferase beta subunit) (RAS proteins prenyltransferase beta) (FTase-beta). [Source:Uniprot/SWISSPROT;Acc:P49356]	RussLampel
ENSG00000171560	FGA	Fibrinogen alpha/alpha-E chain precursor [Contains: Fibrinopeptide A]. [Source:Uniprot/SWISSPROT;Acc:P02671]	RussLampel
ENSG00000121989	ACVR2_HUMAN	Activin receptor type II precursor (EC 2.7.1.37) (ACTR-II) (ACTRIIA). [Source:Uniprot/SWISSPROT;Acc:P27037]	RussLampel
ENSG00000119912	IDE	Insulin-degrading enzyme (EC 3.4.24.56) (Insulysin) (Insulinase) (Insulin protease). [Source:Uniprot/SWISSPROT;Acc:P14735]	RussLampel
ENSG00000187747	OR52B6	Olfactory receptor 52B6. [Source:Uniprot/SWISSPROT;Acc:Q8NGF0]	RussLampel
ENSG00000180068	OR3A4_HUMAN	Olfactory receptor 3A4 (Olfactory receptor 17-24) (OR17-24). [Source:Uniprot/SWISSPROT;Acc:P47883]	RussLampel
ENSG00000186124	Q8NGK8_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NGK8]	RussLampel
ENSG00000184544	XP_113912.3	PREDICTED: similar to DKFZP566O084 protein [Source:RefSeq_peptide_predicted;Acc:XP_113912]	RussLampel
ENSG00000151655	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2 precursor (ITI heavy chain H2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP). [Source:Uniprot/SWISSPROT;Acc:P198	RussLampel
ENSG00000197986	N/A	N/A	RussLampel
ENSG00000183444	Q6P5R4_HUMAN	MGC72080 protein. [Source:Uniprot/SPTREMBL;Acc:Q6P5R4]	RussLampel
ENSG00000154165	GPR15	G-protein coupled receptor 15 (BOB). [Source:Uniprot/SWISSPROT;Acc:P49685]	RussLampel
ENSG00000185386	MAPK11	Mitogen-activated protein kinase 11 (EC 2.7.1.37) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38b) (p38-2) (Stress- activated protein kinase-2). [Source:Uniprot/SWISSPROT;Acc:Q15759]	RussLampel
ENSG00000102287	GABRE	Gamma-aminobutyric-acid receptor epsilon subunit precursor (GABA(A) receptor). [Source:Uniprot/SWISSPROT;Acc:P78334]	RussLampel
ENSG00000102452	VGCNL1	voltage gated channel like 1 [Source:RefSeq_peptide;Acc:NP_443099]	RussLampel
ENSG00000172441	N/A	N/A	RussLampel
ENSG00000172175	MALT1	Mucosa associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT-lymphoma associated translocation) (Paracaspase). [Source:Uniprot/SWISSPROT;Acc:Q9UDY8]	RussLampel
ENSG00000197674	Q8NH68_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NH68]	RussLampel
ENSG00000111181	SLC6A12	Sodium- and chloride-dependent betaine transporter (Na+/Cl- betaine/GABA transporter) (BGT-1). [Source:Uniprot/SWISSPROT;Acc:P48065]	RussLampel
ENSG00000132164	SLC6A11	Sodium- and chloride-dependent GABA transporter 3. [Source:Uniprot/SWISSPROT;Acc:P48066]	RussLampel
ENSG00000144285	SCN1A	Sodium channel protein type I alpha subunit (Voltage-gated sodium channel alpha subunit Nav1.1) (Sodium channel protein, brain I alpha subunit). [Source:Uniprot/SWISSPROT;Acc:P35498]	RussLampel
ENSG00000196868	Q14754_HUMAN	N/A	RussLampel
ENSG00000167968	DNASE1L2	Deoxyribonuclease I-like 2 precursor (EC 3.1.21.-) (DNase I-like 2) (DNase I homolog protein DHP1). [Source:Uniprot/SWISSPROT;Acc:Q92874]	RussLampel
ENSG00000198104	NP_001005471.1	olfactory receptor, family 2, subfamily T, member 6 [Source:RefSeq_peptide;Acc:NP_001005471]	RussLampel
ENSG00000072195	Q9P2P9_HUMAN	Striated muscle preferentially expressed protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q695L1]	RussLampel
ENSG00000171557	FGG	Fibrinogen gamma chain precursor. [Source:Uniprot/SWISSPROT;Acc:P02679]	RussLampel
ENSG00000170801	HTRA3	Probable serine protease HTRA3 precursor (EC 3.4.21.-) (High- temperature requirement factor A3) (Pregnancy-related serine protease). [Source:Uniprot/SWISSPROT;Acc:P83110]	RussLampel
ENSG00000038945	MSR1	Macrophage scavenger receptor types I and II (Macrophage acetylated LDL receptor I and II) (CD204 antigen). [Source:Uniprot/SWISSPROT;Acc:P21757]	RussLampel
ENSG00000158079	PTPDC1	protein tyrosine phosphatase domain containing 1 protein isoform 1 [Source:RefSeq_peptide;Acc:NP_689635]	RussLampel
ENSG00000184012	TMPRSS2	Transmembrane protease, serine 2 precursor (EC 3.4.21.-). [Source:Uniprot/SWISSPROT;Acc:O15393]	RussLampel
ENSG00000171132	PRKCE	Protein kinase C, epsilon type (EC 2.7.1.-) (nPKC-epsilon). [Source:Uniprot/SWISSPROT;Acc:Q02156]	RussLampel
ENSG00000198092	NP_997290.1	transmembrane protease, serine 11F [Source:RefSeq_peptide;Acc:NP_997290]	RussLampel
ENSG00000138448	ITGAV	Integrin alpha-V precursor (Vitronectin receptor alpha subunit) (CD51 antigen). [Source:Uniprot/SWISSPROT;Acc:P06756]	RussLampel
ENSG00000185548	N/A	N/A	RussLampel
ENSG00000076984	N/A	N/A	RussLampel
ENSG00000197891	SLC22A12	urate anion exchanger 1 isoform a [Source:RefSeq_peptide;Acc:NP_653186]	RussLampel
ENSG00000112472	RXRB	Retinoic acid receptor RXR-beta (Retinoid X receptor beta). [Source:Uniprot/SWISSPROT;Acc:P28702]	RussLampel
ENSG00000183813	CCR4	C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (K5-5). [Source:Uniprot/SWISSPROT;Acc:P51679]	RussLampel
ENSG00000171459	OR1L6	Olfactory receptor 1L6. [Source:Uniprot/SWISSPROT;Acc:Q8NGR2]	RussLampel
ENSG00000169252	ADRB2	Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor). [Source:Uniprot/SWISSPROT;Acc:P07550]	RussLampel
ENSG00000147507	LYN	Tyrosine-protein kinase Lyn (EC 2.7.1.112). [Source:Uniprot/SWISSPROT;Acc:P07948]	RussLampel
ENSG00000141526	SLC16A3	Monocarboxylate transporter 4 (MCT 4) (MCT 3). [Source:Uniprot/SWISSPROT;Acc:O15427]	RussLampel
ENSG00000108932	SLC16A6	Monocarboxylate transporter 7 (MCT 7) (MCT 6). [Source:Uniprot/SWISSPROT;Acc:O15403]	RussLampel
ENSG00000107147	KCNT1	Potassium channel, subfamily T, member 1. [Source:Uniprot/SPTREMBL;Acc:Q5JUK3]	RussLampel
ENSG00000135298	BAI3	Brain-specific angiogenesis inhibitor 3 precursor. [Source:Uniprot/SWISSPROT;Acc:O60242]	RussLampel
ENSG00000151632	AKR1C2	Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (Trans-1,2- dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (Type III 3- alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.213) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrog	RussLampel
ENSG00000144891	AGTR1	Type-1 angiotensin II receptor (AT1) (AT1AR). [Source:Uniprot/SWISSPROT;Acc:P30556]	RussLampel
ENSG00000152256	PDK1	[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1, mitochondrial precursor (EC 2.7.1.99) (Pyruvate dehydrogenase kinase isoform 1). [Source:Uniprot/SWISSPROT;Acc:Q15118]	RussLampel
ENSG00000166794	PPIB	Peptidyl-prolyl cis-trans isomerase B precursor (EC 5.2.1.8) (PPIase) (Rotamase) (Cyclophilin B) (S-cyclophilin) (SCYLP) (CYP-S1). [Source:Uniprot/SWISSPROT;Acc:P23284]	RussLampel
ENSG00000127412	TRPV5	Transient receptor potential cation channel subfamily V member 5 (TrpV5) (osm-9-like TRP channel 3) (OTRPC3) (Epithelial calcium channel 1) (ECaC) (ECaC1) (Calcium transport protein 2) (CaT2). [Source:Uniprot/SWISSPROT;Acc:Q9NQA5]	RussLampel
ENSG00000188322	N/A	N/A	RussLampel
ENSG00000154928	EPHB1	Ephrin type-B receptor 1 precursor (EC 2.7.1.112) (Tyrosine-protein kinase receptor EPH-2) (NET) (HEK6) (ELK). [Source:Uniprot/SWISSPROT;Acc:P54762]	RussLampel
ENSG00000164418	GRIK2	Glutamate receptor, ionotropic kainate 2 precursor (Glutamate receptor 6) (GluR-6) (GluR6) (Excitatory amino acid receptor 4) (EAA4). [Source:Uniprot/SWISSPROT;Acc:Q13002]	RussLampel
ENSG00000166224	SGPL1_HUMAN	Sphingosine-1-phosphate lyase 1 (EC 4.1.2.27) (SP-lyase) (hSPL) (Sphingosine-1-phosphate aldolase). [Source:Uniprot/SWISSPROT;Acc:O95470]	RussLampel
ENSG00000182162	P2RY8	G-protein coupled purinergic receptor P2Y8 [Source:RefSeq_peptide;Acc:NP_835230]	RussLampel
ENSG00000196944	OR2T4	Olfactory receptor 2T4. [Source:Uniprot/SWISSPROT;Acc:Q8NH00]	RussLampel
ENSG00000185313	SCN10A	Sodium channel protein type X alpha subunit (Voltage-gated sodium channel alpha subunit Nav1.8) (Peripheral nerve sodium channel 3) (hPN3). [Source:Uniprot/SWISSPROT;Acc:Q9Y5Y9]	RussLampel
ENSG00000105146	AURKC	Serine/threonine-protein kinase 13 (EC 2.7.1.37) (Aurora/Ipl1/Eg2 protein 2) (Aurora/Ipl1-related kinase 3) (Aurora-C). [Source:Uniprot/SWISSPROT;Acc:Q9UQB9]	RussLampel
ENSG00000197437	OR13G1	Olfactory receptor 13G1. [Source:Uniprot/SWISSPROT;Acc:Q8NGZ3]	RussLampel
ENSG00000117984	CTSD	Cathepsin D precursor (EC 3.4.23.5). [Source:Uniprot/SWISSPROT;Acc:P07339]	RussLampel
ENSG00000133878	NP_076930.1	dual specificity phosphatase 26 [Source:RefSeq_peptide;Acc:NP_076930]	RussLampel
ENSG00000188331	N/A	N/A	RussLampel
ENSG00000180144	Q8NH06_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NH06]	RussLampel
ENSG00000196496	N/A	N/A	RussLampel
ENSG00000167657	DAPK3	Death-associated protein kinase 3 (EC 2.7.1.37) (DAP kinase 3) (DAP- like kinase) (Dlk) (ZIP-kinase). [Source:Uniprot/SWISSPROT;Acc:O43293]	RussLampel
ENSG00000197101	N/A	N/A	RussLampel
ENSG00000104375	STK3	Serine/threonine-protein kinase 3 (EC 2.7.1.37) (STE20-like kinase MST2) (MST-2) (Mammalian STE20-like protein kinase 2) (Serine/threonine-protein kinase Krs-1). [Source:Uniprot/SWISSPROT;Acc:Q13188]	RussLampel
ENSG00000167772	ANGPTL4	Angiopoietin-related protein 4 precursor (Angiopoietin-like 4) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP). [Source:Uniprot/SWISSPROT;Acc:Q9BY76]	RussLampel
ENSG00000000938	FGR	Proto-oncogene tyrosine-protein kinase FGR (EC 2.7.1.112) (P55-FGR) (C-FGR). [Source:Uniprot/SWISSPROT;Acc:P09769]	RussLampel
ENSG00000084693	NP_068603.2	N/A	RussLampel
ENSG00000171517	EDG7	Lysophosphatidic acid receptor Edg-7 (LPA receptor 3) (LPA-3). [Source:Uniprot/SWISSPROT;Acc:Q9UBY5]	RussLampel
ENSG00000136839	OR13C9	Olfactory receptor 13C9. [Source:Uniprot/SWISSPROT;Acc:Q8NGT0]	RussLampel
